repo,sha,recorded_at,submitted_at,submitted_source
assignment-90-e2e21a07c-henrycgbaker,2ed7c0b2d9250c900fcbc25e1d844ce8df62b67c,2026-09-09T10:22:09+00:00,2026-09-09T10:16:56Z,push
