repo,sha,recorded_at,submitted_at,submitted_source
assignment-90-e2ec8a3e5-henrycgbaker,c40951e17e6869ed4a9f0b62a11c1104e6ff5740,2026-09-09T09:03:11+00:00,2026-09-09T08:56:57Z,push
